,x,y,dpt,monocle3,tscan,spatialpca,dpt_norm,monocle3_norm,tscan_norm,spatialpca_norm,SpaceFlow,SpaceFlow_norm,ONTraC_v1_24_subclass,ONTraC_v1_99_label,ONTraC_v1_126_clusters,ONTraC_v1_361_clusters,ONTraC_v2_24_subclass,ONTraC_v2_99_label,ONTraC_v2_126_clusters,ONTraC_v2_361_clusters,cortical_depth
100795434859513648695317102183774679698,529.8784853369,-4499.45785254687,0.046595117423113,0.0021064346881871,1133,,0.283061437001041,0.0241235682054842,0.196459562651857,,0.24128,0.11489066296424852,0.9987901550003464,0.9999656810457918,0.0005020742203266,0.9996136497302202,0.9999309755421356,0.9999997086803408,0.9999792329924022,0.9999804601095432,1810.4230643741569
100807492005641852083808172510299279849,-415.665115973353,-3787.99990522861,0.0330715425107448,121.21159406055,923,9.32855478107252,0.160187434918431,0.166955918083999,0.160013884068032,0.112374455182869,0.09228,0.03488372093023256,0.999316481086867,0.9999716697541248,0.2000240671999049,0.8000653759970093,0.977338332464554,0.9999933646158784,0.9911071562549436,0.9999746196870238,1239.199196333902
1008713006415859436913698647711722011,-622.43401581049,-3012.30690464377,0.0961539893316182,341.112869141422,4298,18.6193346754621,0.877646650468587,0.927282193682749,0.74574800416522,0.608110668940686,0.75,0.5902464422075668,0.6116154145703133,0.7591674104386517,0.798397470411064,0.3999804242110684,0.4078351616164388,0.5740035838807297,0.531991145012994,0.5886190895129295,518.7690137747254
101027707887752269982508577887140952842,584.650984019041,-3834.97890409827,0.0886560732660034,127.575936661803,3564,15.2042458379768,0.666955918083999,0.175112808052759,0.618361679972232,0.356452529846504,0.44679,0.3073585560569247,0.9960953962143844,0.9999615214129396,0.4000022927344782,0.6000020988156614,0.7997026810673363,0.9998669037461052,0.7994468865090472,0.9996514226085116,1146.0166159719563
101097527483252402994458569439421228814,767.210984438658,-3224.29690435529,0.0689100911056942,278.810837412426,5543,29.0227125653806,0.424158278375564,0.607254425546685,0.961818812912183,0.993177942012507,0.97693,0.9908018049288442,0.5979106084575723,0.4748761241061613,0.9561829485170632,0.1486353806867046,0.3996068887682666,0.3998879293975398,0.3999252598186738,0.3999741830791241,574.3061564018075
101151302978402959491123533477242885498,473.252986699343,-4055.47635360509,0.0405493339227747,201.166977399372,1896,10.9343165647768,0.242103436306838,0.395001735508504,0.328878861506421,0.142315709683532,0.27162,0.13432835820895522,0.998977556038908,0.9998807129680644,0.251589030509443,0.6257773028348603,0.825092213443455,0.9999837047558054,0.8683152259189572,0.999980611966063,1368.8718619119195
101162072160377089378692776397849037460,-774.910016953945,-3038.89200400412,0.0975505221852024,320.538283916865,4253,17.9303711676627,0.92086081221798,0.684831655675113,0.737938215897258,0.551639188933106,0.70761,0.5586601874349184,0.6570769963817382,0.7992156610496858,0.7828660595625541,0.3999962626823212,0.4367054155795565,0.6102467016704993,0.5928011101116551,0.6237500808559544,566.8106213339722
101184539195167281293526159802686508016,-417.529015928507,-2775.0289055407,0.0951308317059516,289.397442005683,4618,21.3403682531808,0.849357861853523,0.62912183269698,0.801284276292954,0.776577600909608,0.96539,0.9649427282193683,0.2288257823265266,0.3482333668057392,0.7944144021556236,4.646690379566812e-06,0.2041139356862909,0.2229602049341416,0.2296388754170896,0.2283089702104968,234.9765931392992
101197513062078710676153737684318611088,584.373034025729,-2867.78790330887,0.0758986037625116,251.759184753627,5396,21.3766699142982,0.487157237070462,0.519784796945505,0.936306837903506,0.777904112184954,0.91579,0.7426240888580354,0.2204173302686189,0.2003466447586137,0.6184575843250038,6.693447727131002e-06,0.2001192983071863,0.2001836360561719,0.2009146719845822,0.2003103288791185,180.3933768003696
101210188360310915071370380140499764846,-1528.81795221567,-2804.34990483522,0.0984550467577577,340.369671258964,4578,23.3450803781718,0.946199236376258,0.834779590419993,0.794342242276987,0.835512601857116,0.92378,0.7661402290871225,0.4020054170851949,0.4008988514004432,0.7994547308794688,0.4687964873578634,0.2923202902137203,0.3275935136026325,0.326260673459786,0.3809862799740562,383.3796350115629
101236384494995592352219511458821280881,711.849885770678,-3226.59680429995,0.0796387347912778,299.50402286161,5311,28.3238735789158,0.526553280111072,0.644047205831309,0.921555015619577,0.980291832480576,0.92278,0.7622353349531412,0.6001332624076473,0.5732365433672029,0.9985300933667666,0.1999517226444042,0.3998928839593158,0.4000110798286746,0.3999969950160487,0.4000251311644658,558.7922902139427
10133000575169977472126553211303895225,-525.003013342619,-3652.32080368102,0.0314431123651602,139.572217573612,247,16.7590921125386,0.133807705657758,0.222145088510934,0.0426935091981951,0.42145158233845,0.39283,0.19246789309267615,0.9997184607769763,0.9995765910753236,0.355606134904866,0.7603714563747889,0.8014859956884108,0.9998679726790184,0.8045507005701447,0.9999154426515572,1118.7994969665165
101331752798571443207450728802003914913,-244.135915288329,-3798.14780498445,0.100751224606402,257.734752863443,2830,11.9289606172981,0.979520999652898,0.536966331135023,0.490975355779243,0.162592382035247,0.12251,0.08000694203401597,0.9994779340890048,0.9999902323068772,0.2001540186533953,0.8000026388518229,0.9761423292830012,0.9999969169683818,0.9670320016512796,0.9999947361869894,1228.3527588038598
101350254833950051377223865267896838073,594.793433775008,-3971.65535562187,0.0806543978790053,272.304898408349,2561,16.1594538006929,0.538354737938216,0.580874696286012,0.444290177021867,0.392078832670078,0.41678,0.22578965636931622,0.9995475896088308,0.9999494040858622,0.399888019557761,0.6000018312593551,0.7999701328080392,0.9999443424696336,0.8000467566630456,0.999989951649222,1282.9081808379217
10135781880788189204309816031933773614,-625.486015737057,-3898.4714025706,0.0470367912288799,2.96724203823722,468,18.4953060632466,0.28549114890663,0.0754946199236376,0.081048247136411,0.59958309645632,0.19729,0.09944463727872267,0.9982690451368328,0.9999295398732052,0.0621428972064773,0.903362121285032,0.9998451891270772,0.9999924744794328,0.9999604063245586,0.9999057984649076,1377.3164458227138
101358176358340941830405642016295800873,123.174996942282,-3499.60090735555,0.0802563473724637,333.305881822893,2655,13.5613118595478,0.534363068379035,0.813085734120097,0.460603956959389,0.199734697744931,0.45771,0.373134328358209,0.9981934255678316,0.9999023899348066,0.4000147086601235,0.6000002448199078,0.7999481391262379,0.9996990418294096,0.7984597586347804,0.9990041317797568,906.6766963176084
101422890158835821212822851406737080789,233.260902920365,-2853.08380366266,0.0854963542285957,231.635033401569,5421,23.6428604132045,0.604477611940298,0.472578965636932,0.940645609163485,0.844040174341482,0.94301,0.8687955570982298,0.2415104377085803,0.3777838581317978,0.7997718120951622,2.089702282361322e-06,0.2058959824525252,0.2325264853860054,0.2603688663997426,0.2754361578478517,272.59955851028303
101439378568739317277561854418626405917,-680.144064421952,-3276.83490309119,0.0286781633742094,141.525963065788,260,18.2874826108251,0.0933703575147518,0.249566122874002,0.0449496702533842,0.580632935379951,0.52033,0.45366192294342245,0.8004360131967674,0.8003876021010278,0.5999609583215132,0.4000591095953938,0.600133684811509,0.7997668097202644,0.6063627939453001,0.800081262373742,788.7940400107595
101456685578913102862928551626291777105,-1035.68290445656,-2806.25740478933,0.0919327221109062,340.369701350888,4761,20.9841919415485,0.753384241582784,0.834953141270392,0.826102047900035,0.752889899564146,0.9595,0.9455050329746616,0.2172092660984508,0.3988391647819481,0.7999869408364151,0.7060039060871762,0.2019527109501164,0.2269683095964789,0.2051099180548298,0.2117620654556352,330.5387289230913
101464125580295641732303908423475230564,358.719899901748,-3696.5639026165,0.0776264898010767,362.938638994432,2639,13.0186236846496,0.50416522040958,0.984553974314474,0.457827143353002,0.187038089823763,0.44999,0.3257549461992364,0.9998703699821267,0.999990168821509,0.3999853236953428,0.6000019980646276,0.8000919825981821,0.9999970493186174,0.7998325535715067,0.9999697702369548,1026.921525607427
101480848457962344462147665595302929782,18.3428984671831,-2853.94490364194,0.0247524508967335,17.6996781685355,478,19.5935864276,0.0491148906629642,0.096667823672336,0.0827837556404026,0.660413113511465,0.9652,0.9642485248177716,0.2784084178689817,0.3970691295668153,0.800047432180424,7.658877547865997e-06,0.2050012909724795,0.2369103209610009,0.2948457966621594,0.2986767868508789,257.6964340181314
101485985768851322789168385370066743931,586.830983966589,-4079.5653530255,0.0548869677901632,275.116281053591,2092,13.9672545002795,0.340680319333565,0.594585213467546,0.362894828184658,0.224369907144211,0.38646,0.18604651162790697,0.9998249430221154,0.9999820486148702,0.3723044028990501,0.5999971698011688,0.8082048460377143,0.9999945611125136,0.8095214245067226,0.999978191074062,1390.5932618489906
101509746791327849203868284885027712375,326.990000665188,-3060.49580348432,0.0836377429902196,268.922955403599,5245,28.4239001484157,0.576883026726831,0.566469975702881,0.910100659493231,0.983513359863559,0.91846,0.7483512669212079,0.6002036492977046,0.5733926493119881,0.9837198409151776,0.1999640406782585,0.3998758235607411,0.3999909900229961,0.3999698672100673,0.4000234256815707,437.50206522610085
101562813585540405085387715440259637329,-1364.36285136044,-3706.68590718508,0.0861605258383002,331.212927862451,2372,12.1806755258313,0.617320374869837,0.807185005206525,0.411489066296425,0.169603941633504,0.29669,0.1443943075321069,0.998785989592922,0.9999021474276932,0.2003460290586054,0.7999997881612956,0.8229319936879312,0.9987511904882808,0.9009202511445604,0.9994837353628252,1271.306863479573
101654806145817128459670226452753143784,-271.603914627433,-3690.99400275052,0.0714217296046708,317.776791438459,2408,11.905062024232,0.443075321069073,0.674592155501562,0.417736896910795,0.162023877202956,0.34876,0.15897257896563693,0.99973318221017,0.9999703723114604,0.310772527451593,0.6725878496525929,0.8383814297961628,0.9999940872001748,0.840133394062776,0.9999685647298926,1125.7087783680329
101764265922175471721159181014825186305,-645.324015259743,-2901.12690731883,0.0881050738828604,320.538314008789,4907,27.0259458180651,0.654286706004859,0.685005206525512,0.851440472058313,0.945613037710821,0.94239,0.8656716417910447,0.5231510432934213,0.4093665405848209,0.8000120407017131,0.3998403876847549,0.3608097903280945,0.3715924480329334,0.3751915076370121,0.379806632547828,413.4882011448027
101785002987502790713062729551623166003,-176.218016922474,-3403.48335485607,0.0919725228490146,289.344279485413,3662,16.0208501351885,0.755293300937175,0.628254078444984,0.63536966331135,0.387530794011749,0.45891,0.37998958694897605,0.8984587397833143,0.9723453286922864,0.4028931172321235,0.5996355005174405,0.7273666253877372,0.925517889859832,0.7705114364634087,0.9348596702219713,828.3161337674798
101802686978879043888533871766392669761,7.32299873232841,-3954.64590603113,0.0468905016720963,139.572247665536,1068,5.22891120273315,0.284449843804235,0.222318639361333,0.185178757375911,0.0443433769187038,0.05183,0.006594932315168344,0.9988451794137452,0.9999778814246496,0.1538633710541357,0.8482569263259407,0.9881122276710927,0.9999973245464912,0.9915765115462504,0.9999883983085798,1358.2666344999338
101869387621589588528057598913375111671,383.768099299073,-3045.66090384126,0.0675944798534946,346.246859281338,5532,27.1965565144555,0.415654286706005,0.948281846581048,0.959909753557792,0.951677089255259,0.94387,0.8733078792086081,0.5995556924590684,0.5171459936001532,0.9290676219424108,0.1787998326670099,0.3997367388345371,0.3998940240661349,0.3999156558371993,0.3999836430338482,396.9244857810791
101949535552975933992430334077475433091,348.354000151157,-3357.0330059737,0.0811180361549432,300.269987897214,3723,17.0465510451793,0.544776119402985,0.647171121138494,0.645956265185699,0.453098351335986,0.60571,0.5154460256855259,0.7573502843688801,0.7998703278250726,0.6706844574197597,0.3999995472076104,0.5668613047198582,0.7153261928158094,0.5999069999553801,0.7406992920423836,700.0550935755278
102002710031823094235849867346161354805,405.905998766422,-3638.13990402222,0.0820996598803617,334.745076212479,2594,14.170438079439,0.555362721277334,0.817771607080875,0.45001735508504,0.267197271176805,0.47478,0.42780284623394654,0.9888325183379232,0.999970744985072,0.4000187054681001,0.600001982022112,0.7994076485912155,0.999365864477754,0.7990776131577997,0.9973927833381306,961.0689553262392
102123661029058376083041244489746652686,-1171.10585601032,-2563.79645581096,0.0314079084085636,176.988732576352,1714,19.8192855495916,0.133460603956959,0.303540437348143,0.297292606733773,0.667993177942013,0.83932,0.6653939604304061,0.3427128708841812,0.1757094935318591,0.5999682379111979,0.7999991699610705,0.2658481679723531,0.2002112801659566,0.2542219672481582,0.2001851383335953,122.6947256568499
102228245205288051963771548528523919123,-520.806513443589,-3249.03445376009,0.0624915718920464,299.397738304665,2241,17.0465510451793,0.383200277681361,0.641443943075321,0.388753904894134,0.452719348114459,0.5599,0.4736202707393266,0.7998436844140402,0.8000792956561903,0.599826135808195,0.4000028755016342,0.6001148599646704,0.7998608268848564,0.6094456331980886,0.8000298770278041,719.6531680580015
102249449214530814389644732817008042432,-1494.37940304428,-2846.80540381372,0.0671296099314403,263.835213454208,5619,18.7265452168975,0.412703922249219,0.558660187434918,0.97500867754252,0.618154254311162,0.90681,0.7181534189517529,0.5195264782662296,0.5048619091009302,0.7999970834441993,0.4000000101317,0.3660823798009982,0.4296696006152954,0.4287396420417875,0.5103560173617745,431.2884921342182
102361926934578932656204842523970238806,20.8389984071255,-2627.1309042871,0.0311966669900379,1.66006398448461,1414,19.7153841404797,0.129816036098577,0.0701145435612635,0.245227351614023,0.663634640894448,0.88101,0.6921207913918778,0.1301513711460603,0.1275181454348918,0.5999988521301711,8.391725759228639e-05,0.1271265743146199,0.2000231195370005,0.1285767510898446,0.2000143347408356,32.58742826778716
102377931920093733827416487732719083279,201.535095056891,-3707.44890716672,0.0524281070048904,139.288492176095,433,15.4792940565523,0.324887191947241,0.187608469281499,0.0749739673724401,0.367822626492325,0.42261,0.23672335994446372,0.9999621524255032,0.9999853211372476,0.3999526072573833,0.6000023909889503,0.8008695753795997,0.999997381720273,0.8006057439372465,0.9999919597275996,1078.9459297695355
102461529160142140158173216381216256873,-732.910963152349,-3211.91995465308,0.0965732678695302,340.369731442812,3866,16.8404532818035,0.889968760846928,0.835126692120791,0.67077403679278,0.429031646768998,0.5393,0.4632072197153766,0.799888780002401,0.8000073590844723,0.6000093847817555,0.400000038234892,0.5999010889873652,0.7993540671013998,0.6028281975223948,0.7999859441010904,733.9970163846998
102477801814594777035937973173686489102,-338.737013012171,-3288.71180761755,0.0260794645558396,3.73603947824207,151,17.1529159407958,0.0617841027421034,0.0786185352308226,0.026032627559875,0.46200492704188,0.4687,0.41686914265879904,0.8297883528549431,0.8218065357714501,0.5724347020041812,0.4435946641565114,0.617408530959381,0.8066444684105475,0.6341885290932626,0.8125088793831132,734.667857400476
102531664470956460918136159738572365038,-112.903998374939,-4018.62890449166,0.0268639069113334,251.997020206405,1431,,0.0688996876084693,0.528462339465463,0.248177716070809,,0.22495,0.10690732384588685,0.9989934388406042,0.9999576002982812,0.0042814927542249,0.9991618561380432,0.9999807650129652,0.9999994625716075,0.999990414159428,0.9999351950310488,1427.5515530493358
102581583408934877524432232277328089443,-1040.19005434811,-3563.91090580821,0.0923198381174345,299.484910705641,3242,13.4100817672066,0.765359250260326,0.643873654980909,0.5624783061437,0.194807655865075,0.41719,0.22683096147171122,0.999863426351919,0.9998923857079244,0.3971980218860793,0.737242126164111,0.8010176219359555,0.9999638474038643,0.8000146015452145,0.999950692330535,1088.1551944608725
102614579268372111029267854569904954992,498.213986098766,-3367.72590571642,0.0604265998262351,263.998303625291,1945,18.6202526702293,0.370357514751822,0.559180839986116,0.337382853175981,0.608489672162213,0.74488,0.5846060395695939,0.6945298796810185,0.799661810989778,0.7511832956878264,0.3999816244818336,0.4918715981703093,0.6348926479028033,0.5960635876032787,0.6420975123925854,681.1373405907948
102644740250412108153166704881784013568,120.112097015977,-2660.16880349219,0.0989410937871973,340.369761534736,4397,20.5750865366864,0.956438736549809,0.835300242971191,0.762929538354738,0.70740951298086,0.93761,0.8377299548767789,0.184425522547904,0.1830421142778887,0.600199789009397,2.9104740002633844e-05,0.1817571324100795,0.2000461638714862,0.1840461336775933,0.2000343194399269,68.99219562941076
102694840974660322052349280488693362856,-226.358015716076,-2836.34685406536,0.0810461773688892,269.125393843384,5274,24.2128937595028,0.54373481430059,0.567337729954877,0.915133634154807,0.864506348303961,0.96341,0.9583477959041999,0.3645195873312526,0.399935038381809,0.8007156230066803,6.774132008006484e-05,0.2652505613870723,0.3422469449753838,0.3726649984097825,0.3756941910518087,271.49190776851043
102695531749831448767115671107933210,34.3399990797043,-2660.97540347278,0.090759814935311,317.695989518225,4885,20.8406545197604,0.721971537660535,0.674418604651163,0.847622353349531,0.744551828690544,0.94519,0.8778202013189864,0.1979915010009406,0.1956798963358884,0.6000184129781677,9.09248083524972e-06,0.195631712595213,0.2000389408805284,0.197789095983744,0.2000095015266283,69.01020509204405
102705881836788154140611558377631005192,415.388998538256,-3293.16990751028,0.0801444439556689,278.03706083646,5460,18.2874826108251,0.533495314127039,0.604477611940298,0.947414092329052,0.580443433769187,0.79337,0.6369316209649427,0.6384542185904412,0.7861045780606081,0.8098779577831372,0.3910697970743528,0.4291506161063836,0.5961044205368836,0.5746759946769379,0.6010358149569057,620.6321490289164
10270931578828085034038324986459794574,435.985887596011,-3051.32890370488,0.0673523622866398,340.36979162666,5507,28.6554060511308,0.414439430753211,0.83547379382159,0.955570982297813,0.988061398521887,0.98492,0.996876084692815,0.5896468912306103,0.463692914637126,0.9340813379278065,0.1762844431480222,0.3950064338416172,0.3993665267329037,0.3998152385227155,0.399887766782865,382.2312599575366
102712860348759299112931773674284404600,-454.698015034199,-2584.51190531254,0.0322796379162454,139.50278331943,1474,18.4447275734583,0.146650468587296,0.21884762235335,0.255640402637973,0.591245025582717,0.83399,0.6627906976744186,0.2098651359040677,0.1266253338344806,0.6000005318572766,0.7826090487589229,0.1644042455748056,0.2000562295168333,0.1452146570851865,0.2000420415739451,61.13976877711909
102745696380022315471599613323852036113,-80.7380991488695,-3076.18090310693,0.0254430585161045,213.563904685824,1476,18.7737370060427,0.0560569246789309,0.413398125650816,0.255987504338771,0.620238772029562,0.88144,0.6924678930926762,0.6116094068524782,0.6451422204639466,0.948460165549348,0.2272150587666494,0.4010452078269245,0.4571492532263008,0.444063784841689,0.4827762964717911,488.3125005110597
102955130168209560323159523440282626745,774.960884252191,-3287.51690283418,0.07880094217937,326.455683855405,5330,27.7007641959711,0.517181534189518,0.784623394654634,0.924852481777161,0.96456319878719,0.92523,0.7738632419298854,0.601693270119944,0.5789557780423664,0.9973471013112586,0.1999912486384694,0.3998109219312943,0.4029075635773566,0.4014764500205005,0.4036923221819065,636.214947184247
103002660107149582110958321717091768372,-68.0068994551897,-3713.06240703166,0.084602793975034,319.373144963568,3377,14.0197613124654,0.590072891357168,0.680839986115932,0.585907670947588,0.235550502179269,0.41736,0.22717806317250955,0.999900046018223,0.9999847293884953,0.3874810714828874,0.6005194584430193,0.801948447389169,0.9999950995112772,0.8010946908740598,0.9999895456477402,1119.4050595482624
103192886065986214360134425972657471653,-902.756113877892,-3890.24190276861,0.0799928618903825,0.0020763427640702,2251,,0.531065602221451,0.0237764665046859,0.390489413398126,,0.12972,0.08261020479000347,0.997661945578764,0.9999753757285508,0.2000597586824988,0.8180669165185182,0.999108297496114,0.9998840633973732,0.9999765815342844,0.9999534490733892,1415.18886450112
103396976834249012235887625317050423705,-1363.5998513788,-2468.76890328526,0.0303411980674015,156.389656280387,1652,18.7392399964131,0.117493925720236,0.282887886150642,0.286532454009025,0.618722759143453,0.76868,0.6110725442554669,0.0405500573473645,0.0243514888662824,0.6000011109734019,0.7999931646415215,0.0291152337927053,0.200018975512877,0.0231325849462886,0.2000299156810929,51.354664785705246
103398426517719335750795110664658156477,-246.969915220141,-3011.59295466095,0.093179937583492,231.064131344573,3989,23.8718273813149,0.786185352308226,0.457827143353002,0.692120791391878,0.851430737161266,0.92261,0.7611072544255467,0.6019192763900215,0.6068135457352692,0.9792282605303092,0.2051767627158833,0.3990937422717984,0.4130819186891101,0.4083666187835516,0.439156590665232,447.8978973258496
103447592851906565610590865798873113886,-1181.55895575881,-2877.92490306497,0.089913127890609,340.369821718584,4676,22.7784360828551,0.69784796945505,0.835647344671989,0.811350225616105,0.819404964942202,0.91426,0.7358556056924679,0.5327673546216675,0.4067225244769763,0.8000007197696428,0.4000277411819947,0.3677372383607447,0.3785293240860285,0.3825187591273639,0.3970104128078884,424.1746452566575
103498100290632712522575924738185725183,-30.7180003523827,-2582.34280536473,0.0144545808345956,24.8470938427334,667,,0.0171815341895175,0.105866018743492,0.115584866365845,,0.77779,0.6194897604998264,0.0640067394573982,0.0608979119675903,0.6000010378663717,0.000132686490284,0.0650097744023683,0.2000234158984671,0.0521718307190067,0.2000208388602186,0.0
103511232385094546442123950601903921235,-299.606013953686,-2807.40190476179,0.0947536886551801,320.538344100713,4697,24.1394706600627,0.840159666782367,0.685178757375911,0.814994793474488,0.861853325753269,0.95428,0.9234640749739673,0.3637017156218128,0.3999683810028808,0.800100323569106,4.193234199083364e-05,0.238464989271446,0.320960544629256,0.3563349086756586,0.3629888753335654,251.7946528139416
103563938254218333431671533307036800994,844.704532574117,-3984.01595532447,0.0655375128370241,340.676646611426,2256,14.170438079439,0.401770218674071,0.919298854564387,0.391357167650121,0.260943718021603,0.44879,0.31794515793127387,0.9940113506597094,0.9999472955187688,0.4000254624000915,0.6000023271275375,0.7886563519371208,0.9993696057335408,0.798953150792819,0.9988071263519256,1326.0123834542396
103655635900332048138811499743975173118,-1268.05590367764,-3111.37290707231,0.0301000322004885,0.0020462508399532,221,18.079972702211,0.112981603609858,0.0234293648038875,0.0381811870878167,0.563767292021982,0.59251,0.5019090593543908,0.799913186168137,0.7999171213542985,0.6000978712124165,0.4000000038848457,0.5998665162664579,0.7974496797765246,0.6000378310713163,0.799555067472456,673.0463545508908
103673348845800861594728803421785394646,-868.541014701128,-2538.41580642164,0.0352251025314705,197.880187133809,1526,18.9118306184298,0.19368274904547,0.333044081916001,0.26466504685873,0.628576842903165,0.78215,0.6244359597362027,0.3836257111568001,0.1234383582905354,0.6000755230411262,0.7999867511990671,0.3050182763263289,0.2004441495253813,0.2146837745133703,0.2006315796354722,68.20201238236352
103784628188497166879192128299407142904,285.079501673579,-2552.40595608503,0.0273076899733475,133.404386769605,1548,18.9118306184298,0.0735855605692468,0.182401943769524,0.268483165567511,0.626871328406291,0.79587,0.6384935786185353,0.1466361777832166,0.0416536022322873,0.6000228685759921,0.5968046349977121,0.0759476492130204,0.2000470486988148,0.0683536461034174,0.2003404720011656,50.03651409394729
103832139016041401756936216842596493798,490.256986290217,-4400.21335493475,0.096801031633142,0.0020161589158362,3240,,0.897431447414092,0.0232558139534884,0.562131204442902,,0.25927,0.12582436653939605,0.9991134345315632,0.9999860125197468,0.0006967473993743,0.9990826195717302,0.9999937994839664,0.9999998889929804,0.9999875634314632,0.999986555207518,1712.3125217157387
103901477806559016536804626945200334904,726.226985424757,-3693.72580749691,0.0716309918337452,252.283096659298,4169,17.948854107314,0.445331482124262,0.528982992016661,0.723359944463728,0.553155201819216,0.49559,0.4413398125650816,0.818980838682866,0.8480538312324065,0.5169092577623624,0.4660432693086907,0.6426996095374966,0.8311912398445048,0.6763465223859154,0.8376352019483605,1018.3737578805858
