gene,estimate,pvalue
MMP7,0.045770896954996,6.1482107946058e-43
MMP9,-0.0605702446686663,6.78628457947108e-74
MPO,0.0175731511571786,1.35278730334407e-07
MRC1,-0.0610301987150036,5.38980877997109e-75
MRC2,0.034117872739059,1.3567977723248e-24
MS4A1,-0.0184724378663469,3.00135915915592e-08
MS4A4A,-0.197906074966696,0
MSMB,0.113448014670207,1.91647200458594e-255
MST1R,0.0375902098159019,1.66012879451891e-29
MT1X,0.324359381275765,0
MT2A,-0.0934894538709733,8.72437622640102e-174
MTOR,0.0288945594821618,4.36494103036405e-18
MTRNR2L1,0.422640815085436,0
MX1,0.0350076735949737,8.28686472295897e-26
MYC,0.31612313872204,0
MYH11,0.0219123420522618,4.91502342018853e-11
MZB1,-0.027330320883902,2.41640059446345e-16
MZT2A,0.145671945700764,0
NANOG,0.0612136632693754,1.95191620021194e-75
NDRG1,0.27306776445282,0
NEAT1,0.318153405349634,0
NFKB1,0.0320963771084637,5.97743600666815e-22
NFKBIA,0.187460188172208,0
NGFR,0.101322634688378,6.39432370977817e-204
NLRC5,0.0182493552534583,4.38932189723222e-08
NLRP1,-0.0232844462965499,2.84423037327416e-12
NLRP3,-0.0194769052365405,5.1351292996828e-09
NOD2,0.00956450439691152,0.00411799753628956
NOSIP,0.0642336066840666,6.8991587167032e-83
NOTCH1,0.142673809687421,0
NOTCH2,0.0196990604018071,3.43379938457725e-09
NOTCH3,0.154106846934321,0
NPPB,0.0294315983238835,1.04635378620564e-18
NPPC,0.217502141858643,0
NPR1,-0.0160827367106764,1.40428295398197e-06
NPR2,0.00890238102609078,0.00757701510133388
NPR3,0.184481978985951,0
NR1H2,0.0271719865444101,3.58382451405062e-16
NR1H3,-0.0402774915184008,1.24772524431359e-33
NR1H4,0.00999293363231273,0.00272206645868964
NR3C1,0.107313056662141,1.24133090802727e-228
NRG1,0.0140238216781268,2.59114683539529e-05
NRG4,0.0113521738532088,0.000661055601869729
NRIP3,0.0357426760859016,7.80314799421378e-27
NRXN1,0.0214791005763774,1.16757798765752e-10
NRXN3,0.114972385143138,2.42067309924387e-262
NTRK2,0.450211515767536,0
OAS1,0.0162664477596174,1.06348907983503e-06
OAS2,0.0409976430458716,8.77202069362125e-35
OAS3,0.0246668821723234,1.36123130332777e-13
OLFM4,-0.0233482461593492,2.48120252288887e-12
OLR1,-0.0501968289905772,2.70028323466532e-51
OSMR,0.201586433236851,0
OXER1,0.0554711332899448,2.94528534154003e-62
OXGR1,0.0232138046685119,3.30707740478267e-12
P2RX5,0.0133063854918607,6.5661557418396e-05
P2RY12,0.0350264946591948,7.80506786468131e-26
PARP1,0.0787437812296555,1.01754900113599e-123
PCNA,0.24436880319695,0
PDCD1LG2,-0.100678666604778,2.37805127450165e-201
PDGFA,0.161320086871656,0
PDGFB,0.0439915342431745,8.56239106646282e-40
PDGFC,-0.0328473018705898,6.49936655544401e-23
PDGFD,0.00770017461929974,0.0209029033921619
PDGFRA,-0.0346507531463393,2.56508288325262e-25
PDGFRB,-0.034598515247301,3.02346599562989e-25
PECAM1,-0.176205782387901,0
PF4,0.01753336699695,1.4436071083068e-07
PGF,0.0423027483725458,6.33788861933312e-37
PGR,0.0212727836293537,1.75267743926265e-10
PHLDA2,0.0593028754707372,6.60162248410032e-71
PIGR,-0.143075215005034,0
PLA2R1,0.270513667587254,0
PLAC8,0.0836480433304559,2.08081124989402e-139
PNOC,0.011163640581941,0.00081196109415046
POU5F1,0.130451477366815,0
PPARA,0.116508516300905,2.17093640900639e-269
PPARD,0.049030613299212,5.10488699576525e-49
PPARG,0.0804922389221863,3.34037514947702e-129
PPBP,0.0229643070997047,5.61275527945565e-12
PROK2,0.012943958312653,0.000103278839962163
PROKR1,0.0312347598268608,7.16564106855794e-21
PRSS2,0.0242764267271086,3.26747323079263e-13
PSAP,-0.125357244054958,7.40364088623452e-312
PSCA,0.0827055638389424,2.55649743217047e-136
PTGDR2,0.156985747535968,0
PTGDS,-0.0474528722853714,5.04772254050629e-46
PTGES,0.0293596288922042,1.26897662531561e-18
PTGES2,0.205645817752685,0
PTGES3,0.164967981602944,0
PTGIS,0.0519128589952019,9.65112277197541e-55
PTGS1,-0.0216087053099035,9.02881247035599e-11
PTHLH,0.172714720622936,0
PTK2,0.213734356527833,0
PTK6,0.0764605581148187,9.67456463010442e-117
PTPRC,-0.132283016716501,0
PTPRCAP,0.0490260965797358,5.2083436946896e-49
PTTG1,0.0830685758663569,1.6668437336755e-137
QRFPR,0.0609509973554838,8.34816385492421e-75
RAC1,0.246088584092532,0
RAC2,-0.0163884250528506,8.82824098576485e-07
RAD51,0.0689746224217219,2.59588156282367e-95
RAMP1,0.113441138152631,2.05782551396867e-255
RAMP2,0.0564490688254256,2.07248269187234e-64
RARA,0.138677801112094,0
RARB,0.0367440205136199,2.8873199960349e-28
RARG,0.0556169412196739,1.41435607495212e-62
RARRES1,-0.06070597146537,3.22021632617475e-74
RARRES2,0.0326366524772433,1.21730941992888e-22
RB1,0.12486320204227,2.1123398487018e-309
RBPJ,0.0729302276630815,2.33303797751612e-106
REG1A,0.0279352490524045,5.25112585305598e-17
RELA,0.215651930979748,0
RELT,0.0928525336629716,1.91776687903489e-171
RGCC,-0.0948931660270795,5.2681770738221e-179
RGS1,-0.364938721122529,0
RGS2,-0.0652106872739343,2.24304801986267e-85
RGS5,-0.0444119472307802,1.58840966731319e-40
RNF43,0.148534220629072,0
RORA,0.110010185424276,3.12218248711893e-240
RPL21,0.320026789168654,0
RPL22,0.266535588793798,0
RPL32,0.327709971050631,0
RPL34,0.281599919105304,0
RPL37,0.447510349400019,0
RPS4Y1,-0.124010000280788,3.47966288628482e-305
RSPO3,0.0136281886158348,4.35067396108894e-05
RUNX3,0.0177465566761536,1.01748734026481e-07
RXRA,0.194191276258579,0
RXRB,0.0836090517695255,2.7973528706231e-139
RYK,0.110246747611064,2.90431669873329e-241
S100A10,0.286715741233398,0
S100A2,0.450741235847454,0
S100A4,-0.0353731460207077,2.57506783234374e-26
S100A6,0.102052883813353,7.42632079325564e-207
S100A8,0.0382253185857645,1.86583435100084e-30
S100A9,0.116494020974599,2.53276845463554e-269
S100B,0.0448615235036958,2.57592158531642e-41
S100P,0.0184273882934216,3.24195381240197e-08
SAA1,0.0914167629956387,3.18258177078464e-166
SAA2,0.0324729206188529,1.97715712243139e-22
SAT1,-0.081440461726948,3.15498308093844e-132
SCG5,0.050855798102723,1.32268907717937e-52
SCGB3A1,-0.127234534562132,2.80629286837828e-321
SEC23A,0.150116733007786,0
SEC61G,0.548081357603844,0
SELENOP,-0.335058265162052,0
SELL,0.00690222270584378,0.0384172322527864
SELPLG,0.0201221972080343,1.57641167358701e-09
SERPINA1,-0.241178922526801,0
SERPINA3,0.0299731438637558,2.41472678159015e-19
SERPINB5,0.118039145538253,1.65631581681076e-276
SERPINH1,0.121820902426596,1.677116405002e-294
SFN,0.306091882553284,0
SIGIRR,0.0547790846104904,9.32734581803791e-61
SLC2A1,0.209433520807237,0
SLC2A4,0.0200224487168362,1.89665765100215e-09
SLC40A1,-0.19390880318005,0
SLPI,-0.126291382904855,1.58342189754873e-316
SMAD2,0.152156073025305,0
SMAD3,0.184973632083728,0
SMAD4,0.135246973015076,0
SMARCB1,0.180610273120381,0
SMO,0.106042391316793,2.86203711292301e-223
SNAI1,0.0461042082172832,1.53486831225999e-43
SNAI2,0.198656052069217,0
SOD1,0.18725888811796,0
SOD2,-0.0584059946163367,7.87001002602638e-69
SOSTDC1,0.0777136171430719,1.51921036971905e-120
SOX2,0.325772580706063,0
SOX4,0.11194882587057,9.44341828003831e-249
SOX9,0.247194325100305,0
SPARCL1,0.108724864028604,1.14521710894288e-234
SPINK1,0.0363098236778432,1.21933723175155e-27
SPOCK2,-0.0352336963432651,4.02793079945361e-26
SPP1,-0.218275109747319,0
SPRY2,0.126449013967825,2.55893593839399e-317
SPRY4,0.0184052351135087,3.36702773217057e-08
SQSTM1,0.265654595914557,0
SRC,0.167796942040302,0
SREBF1,0.0839977856194458,1.45474875694656e-140
SRGN,-0.376062817382679,0
SST,0.0491770470869205,2.66108022580323e-49
ST6GAL1,-0.0277317047573439,8.80819543728866e-17
ST6GALNAC3,-0.0306122911602845,4.1368761936105e-20
STAT1,0.0911114122499981,4.00214967452755e-165
STAT3,0.257206328612948,0
STAT4,-0.0652493079528292,1.78535218300918e-85
STAT5B,0.0892880377224794,1.23116293224012e-158
STAT6,0.0880688294470801,2.26163978512667e-154
STMN1,0.137507732391362,0
SUCNR1,0.039534184223264,1.84075526993942e-32
SYK,-0.0450791205021712,1.06100217058325e-41
TACSTD2,0.227356355348757,0
TAGLN,0.043299416333347,1.32440432780938e-38
TAP1,0.0426384362705378,1.73965256644118e-37
TAP2,0.0669466990640832,6.87739834689772e-90
TBX21,0.0109035677370369,0.00107293886120849
TCL1A,0.0202085243857219,1.34230330469491e-09
TEK,-0.0141157211794821,2.29284845874147e-05
TFEB,0.0279377796910795,5.21734431486736e-17
TGFB1,0.0761572545739338,7.88904775744419e-116
TGFB2,-0.0100389173502198,0.00260139480952121
TGFB3,0.00987361866461747,0.00305940545921219
TGFBR1,0.103253242201639,9.99113306216634e-212
TGFBR2,-0.153293498460637,0
THBS2,0.0630532638491658,6.22422663973141e-80
TIE1,-0.00783375763136274,0.0187832854663031
TIGIT,-0.00740670376160513,0.0263034445861654
TIMP1,-0.105237595030556,6.60018146157573e-220
TLR1,-0.0158756547439347,1.91428438167418e-06
TLR2,-0.0273616093056301,2.23474479895053e-16
TLR3,-0.00655991920625723,0.0491029981471903
TLR4,-0.0848667551308761,1.86580951006175e-143
TLR5,0.076789056986601,9.8721103918994e-118
TLR7,-0.0289400450333206,3.87144850515993e-18
TLR8,0.0724221348646334,6.6296685431299e-105
TM4SF1,0.346394022817099,0
TNF,0.0253204403759626,3.04978399355702e-14
TNFAIP6,0.013111661428261,8.38690302347411e-05
TNFRSF10A,0.082068228260009,2.99749338212141e-134
TNFRSF10B,0.096087916898432,1.64920425067656e-183
TNFRSF10D,0.0163793429948362,8.95187595286002e-07
TNFRSF11A,0.0226325287296568,1.12452033617864e-11
TNFRSF11B,0.0320394882827795,7.05711721082227e-22
TNFRSF12A,0.172117588949043,0
TNFRSF17,0.0193915659235698,5.98673537846421e-09
TNFRSF18,0.0694422376327082,1.38262368324288e-96
TNFRSF19,0.161262562097294,0
TNFRSF1A,0.107287423474812,1.59483594911435e-228
TNFRSF1B,-0.10468808632001,1.26091739305513e-217
TNFRSF21,0.1071454738174,6.381133845304e-228
TNFRSF4,0.0261237397291706,4.60477009126738e-15
TNFRSF9,0.020700608525511,5.30186495519279e-10
TNFSF10,0.137695405019014,0
TNFSF12,-0.0360586217625874,2.78437251120507e-27
TNFSF13B,-0.0170913500902253,2.94401670523932e-07
TNFSF14,0.0349817408705475,8.99933969307719e-26
TNFSF15,0.0418526087836233,3.53146974932776e-36
TNFSF18,0.033488078968119,9.40302086422238e-24
TNFSF4,0.0572913156555006,2.70642847587719e-66
TNFSF8,-0.0244215195831152,2.36366236590391e-13
TNFSF9,0.0237919761793804,9.50349582227143e-13
TOP2A,0.183759306394269,0
TOX,0.0158066289055583,2.12078475578547e-06
TP53,0.046808766291773,7.90344173871872e-45
TPM1,0.113742497233618,9.06084221634239e-257
TPM2,0.0701695659081806,1.38863283920313e-98
TPSB2,0.00739141895273686,0.0266150858431066
TSC22D1,0.138779005997259,0
TSHZ2,0.305431530989733,0
TSLP,0.125993300385522,4.93880556992739e-315
TTR,0.0187591756689017,1.82958912128286e-08
TUBB,0.211425636450108,0
TUBB4B,0.291271447437954,0
TWIST1,0.0238191284290194,8.95642192725797e-13
TWIST2,0.0102193106439036,0.00217375561796034
TYK2,0.178802159379685,0
TYMS,0.141726578616568,0
TYROBP,-0.223369438419183,0
UBE2C,0.186918829538845,0
UCP1,0.0133357430406756,6.32650385996526e-05
UPK3A,0.0390133396454471,1.17816324775513e-31
VCAM1,-0.0282552510176807,2.31129577009095e-17
VCAN,0.0521614158182825,2.99052478578578e-55
VEGFA,0.240937811431677,0
VEGFB,0.129713024881055,0
VEGFC,-0.00930021975249592,0.00527569077256146
VEGFD,0.0426644507008443,1.57313583567759e-37
VHL,0.129892670526214,0
VIM,-0.528729973753582,0
VPREB3,0.0521044775434652,3.91310979559482e-55
VSIR,-0.106675943043346,6.17946313557094e-226
VTN,0.0909344242293366,1.72936996205721e-164
VWF,-0.0238187357776637,8.96410847086076e-13
WIF1,0.10753156259359,1.46257853483977e-229
WNT10B,0.0395596924468227,1.67973388660744e-32
WNT11,0.0498427659055132,1.34342441756752e-50
WNT2,0.0127359725615635,0.000133255450886749
WNT2B,0.171188702395108,0
WNT3,0.0413882717231901,2.03801154358044e-35
WNT5A,0.226410734068028,0
WNT5B,0.0960320153286142,2.68725301161883e-183
WNT7A,0.0271802095363473,3.5114020981889e-16
WNT7B,0.202529962790253,0
WNT9A,0.0539841681140938,4.67980641516163e-59
XBP1,0.0988848072462859,2.80880121708527e-194
XCL1,0.100508369413681,1.13026308041968e-200
XCL2,0.0719157528214286,1.81967039461219e-103
YBX3,0.408821259111293,0
YES1,0.183730975873009,0
ZFP36,0.163337903399868,0
